 0.6283185631E-01 0.6283185631E-01 0.5854425486E-02 0.9999974966
 0.6949989498E-01 -1.000000000 -1.000000000 -1.000000000
 0.7687557489E-01 -1.000000000 -1.000000000 -1.000000000
 0.8503400534E-01 0.8885765821E-01 0.1236894168E-01 0.9999949932
 0.9405824542E-01 -1.000000000 -1.000000000 -1.000000000
 0.1040401906 0.1088279635 0.1465857588E-01 0.9999924898
 0.1150814593 0.1256637126 0.2136149257E-01 0.9999901056
 0.1272944957 0.1404962987 0.1966889575E-01 0.9999876022
 0.1408036351 0.1539059877 0.1318895165E-01 0.9999850988
 0.1557464600 -1.000000000 -1.000000000 -1.000000000
 0.1722750515 0.1854154915 0.1963724568E-01 0.9999784231
 0.1905577481 0.2035407275 0.1417241432E-01 0.9999739528
 0.2107807100 0.2243215889 0.2943450399E-01 0.9999684095
 0.2331498563 0.2368988544 0.2577518485E-01 0.9999647737
 0.2578929067 0.2677917182 0.2364538796E-01 0.9999549985
 0.2852618396 0.2992537320 0.3614648432E-01 0.9999437928
 0.3155352473 0.3321238458 0.3450466692E-01 0.9999307394
 0.3490214646 0.3690519035 0.3263413906E-01 0.9999144673
 0.3860614300 0.4075633883 0.2837870456E-01 0.9998956323
 0.4270322323 0.4534419179 0.2540799417E-01 0.9998708963
 0.4723510742 0.5011760592 0.3278301284E-01 0.9998422265
 0.5224794149 0.5526902080 0.2935957350E-01 0.9998080730
 0.5779275298 0.6083370447 0.3158857301E-01 0.9997674823
 0.6392602324 0.6749787331 0.3198014572E-01 0.9997136593
 0.7071016431 0.7476442456 0.3025330603E-01 0.9996488094
 0.7821431756 0.8266817927 0.3261868656E-01 0.9995706081
 0.8651480079 0.9135031104 0.3467711061E-01 0.9994756579
 0.9569620490 1.008799911 0.3432872891E-01 0.9993606210
 1.058519602 1.117140532 0.3578522429E-01 0.9992159605
 1.170855165 1.234267116 0.3727987781E-01 0.9990430474
 1.295112371 1.364129663 0.3897965699E-01 0.9988310933
 1.432556391 1.510913610 0.4070089757E-01 0.9985661507
 1.584586263 1.672240257 0.4202649370E-01 0.9982439280
 1.752750874 1.849215508 0.4502024502E-01 0.9978529811
 1.938761353 2.044723272 0.4686167836E-01 0.9973755479
 2.144513369 2.262005806 0.4630312324E-01 0.9967889190
 2.372099876 2.502041817 0.4698098078E-01 0.9960725307
 2.623839378 2.767629862 0.4749803245E-01 0.9951962829
 2.902293921 3.062087536 0.4789005220E-01 0.9941226244
 3.210300446 3.387087584 0.4836609960E-01 0.9928129315
 3.550994396 3.746188164 0.4782662168E-01 0.9912144542
 3.927844286 4.143822193 0.4703113809E-01 0.9892597795
 4.344686508 4.583840370 0.4597004130E-01 0.9868717194
 4.805767059 5.064526558 0.4462462291E-01 0.9839950800
 5.315778732 5.568562508 0.4188240319E-01 0.9806815982
 5.879917145 6.106632233 0.3994725645E-01 0.9768079519
 6.503923893 6.701853275 0.3715778887E-01 0.9721250534
 7.194156647 7.360066891 0.3603896871E-01 0.9664663672
 7.957631111 8.087914467 0.3404155374E-01 0.9596313834
 8.802138329 8.893198967 0.3135588765E-01 0.9513761401
 9.736270905 9.784204483 0.2895818278E-01 0.9414141178
 10.76953125 10.76953030 0.2571371011E-01 0.9294149876
 11.91244698 11.85940933 0.2399666794E-01 0.9149847031
 13.17665291 13.06486034 0.2328369394E-01 0.8976722360
 14.57503319 14.39831066 0.1953196712E-01 0.8769611716
 16.12181473 15.87342739 0.1797711663E-01 0.8522764444
 17.83273125 17.50509644 0.1578256860E-01 0.8229987025
 19.72523880 19.30986214 0.1398300566E-01 0.7884805799
 21.81857872 21.30621529 0.1307365485E-01 0.7480827570
 24.13408661 23.51441193 0.1056997944E-01 0.7012410164
 26.69531250 25.95691299 0.9461396374E-02 0.6475495100
 29.52835083 28.65895081 0.8909137920E-02 0.5868659019
 32.66205978 31.64712334 0.7024897262E-02 0.5195385814
 36.12832260 34.72068405 0.7912061177E-02 0.4514933527
